text,sentiment
Tidak rumit membedakan antara yang hitam dan putih dalam #PilkadaDKI2017 Sangat jelas siapa yang paling doyan gaduh,negative
Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,positive
"Syarat sah nikah menurut agama islam hanya 5 yaitu : adanya CPP, adanya CPW, saksi, wali nikah dan mas kawin/mahar. Perkara makeup gak manglingi bukan syarat sah pernikahan. Sekalipun gak makeup tapi syarat yg 5 tersebut terpenuhi maka pernikahannya SAH yak emak emak julids",negative
"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",negative
Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,positive
Saya suka video @YouTube http://youtu.be/JxTmtJ0Fc2U?a  TRAILER FILM THE GUYS (di bioskop 13 April 2017),positive
Feel-nya dapat bgt😢  keren bgt kak❤,Positive
"#AHY,humor,lagu, Kisah Sedih AHY di Balik Lagu Jatuh Bangun  <Frowning Face> <Frowning Face>",negative
"Mereka hanya mencari rejeki utk keluarganya, kalau ada yg merasa tdk berkenan tolong jangan menggunakan kekerasan",positive
Internet mahal turunkan harga paket <PROVIDER_NAME> ,negative
#okeoce mas <FACE WITH TEARS OF JOY> (jawaban saya gak muter2 kan?) <Face With Stuck-Out Tongue & Closed Eyes>,negative
"Thank u buat kalian udah memotivasi anak²muda untuk mengejar masa depannya dan mempunyai keinginan bisa ngikutin alur hidup kayak kalian. Dan aku juga pengen banget ngikutin perjalanan seperti kalian yang penuh perjuangan demi mengejar impian, terimakasii udh buat aku jadi semakin semangat mengejar masa depan, kalian motivasi akuuuuu, asli gaakan di unfollow sihh ak setia sm coc setengah mati🥺👉👈",Positive
Zionist goblok baca itu kinerja lapkeu fastfood Indonesia..bisa di download di idx..trus perhatikan  bagian catatannya. Dari COVID juga udah rugi tolol,Negative
"Tidak se-wah yang diiklankan, tapi tetap produk yang solid dan fungsional.",positif
The mummy film yg terasa mulai aneh sejak pertengahan filmnya #mummy,negative
Ya Allah pinter banget baby kamari gemessss deh.,Positive
yah kirain film baru wkwk penonton kecewaa,negative
Kursinya bagus…nyaman dipakai duduk…sayang dikirimnya yg banyak nodanya…,Negative
"Saya bertanya kepada Bapak Presiden, TV saya rusak apa ya? Kok AHY tidak naik naik hasil QC sementara? #PilkadaDKI *GPP*",negative
CS <PROVIDER_NAME> <PROVIDER_NAME> emang paling fast response sama keluhan konsumen. Beda dengan operator sebelah! #opinipenjualpulsa,positive
Aku pada #AHY pemimpin muda,positive
Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????,positive
ica nama gw jirr😭,Negative
memang cukup romantis dan memuaskan pemirsa krn adanya mata najwa semakin sukses,positive
@unaazizah @yanskii Film keren,positive
Jakarta tanpa pak ahok @basuki_btp bagaikan bis tanpa om telolet om...#GombalinAhok #AhokDjarot #AhokForNobel,negative
Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,negative
baguss bgt jd glossy,Positive
" <USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",negative
hitam putih T7 inspiratif banget,positive
Congrat ya mbk Nana. Lulus cumlaude dg segudang prestasi. Semakin menyala mk Nana. Lanjut S2 ya mbk krn S1 belum terminal,Positive
"dipakai sekali sudah robek, padahal pemakaian umum tidak ada gerakan yang membuat robek",Negative
"MASA DARI ISIS MIMIN ITU BOM KP. MELAYU, MAAF KATANYA ISIS ORGANISASI APA IKUT ORGANISASI MBAK MATA NAJWA? BETULKAH ITU MIMIN?",negative
Paling pantek kalau ngetag buat ujian. Belajar anjing bukan malah ngetag tempat buat temen lu pake minyak telon biar bisa nyontek. Goblok,Negative
Semoga tidak ada penyesalan di kemudian hari,negatif
"Keren! Tampil di Kandang Lawan, Pak Anies Baswedan Tampak Gemilang di Mata Najwa Metro TV",positive
Jaringan <PROVIDER_NAME> di Waru Atas arae Site WKP tidak dapat digunakan untuk telpon mohon cek Team <PROVIDER_NAME> ,negative
keadaan hp gw saat di serang sequat ke mau meledak anjir lh,Negative
Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,positive
Masa ada anak lulus dg nilai palingg tinggi dan lulus SNMPTN Undangan bidik misi pdhl dia susah sekali... @SBYudhoyono #kickandymetrotv,negative
"Nonton #kickandy Menarik, membuka pikiran, menginspirasi. Sukses selalu",positive
Like dong gaiss,Positive
Kini #AHY Lebih Gembira,positive
jijik banget sama film ini. apalagi pas dia jadi kelinci gede-_- nightmare parah. https://t.co/eDoiFuS8P5,negative
Mirip lau selena gomes gasiii sukaaaa,Positive
Alangkah baiknya kalau tidak ada downtime,negatif
"Bapaknya tolol, anaknya botol ya 11 12 didukung warga Konoha yg botol2 minim literasi kaya junjungannya",Negative
"Mesin robot #AHY-Sylvi lupa dimatiin, jadi masih masuk trending topik",negative
"Ingat kita pilih pelayan warga, bukan pemimpin agama di JKT. Pilih yang jelas BAIK, JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki",positive
Keren sih timnas u23 sama seniornya gak jauh banget bedanya,Positive
sistem Mike-marjinal banyak membodohi orang #kickandy,negative
Ahmad Dhani ngomong Pasti seru ini.... #ILCTVOne,positive
Bagus banget baju dan pengantinya happy weding,positive
"Cek tread ini aja, Film gak terkenal yang ternyata asik di tonton - https://kask.us/hezsL  banyak nemu film bagus disini.",positive
"Astaga udah sore aja. Keasyikan main hape. Sinyal lancar, hebat emang <PROVIDER_NAME>",positive
"Ya allah. Kalau hujan sinyal <PROVIDER_NAME> kaya lagunya Kotak ""Pelan Pelan Saja""",negative
tetiba TAMBAH CAKEP 😭🤍,Positive
riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya.. #kickandy,positive
"ga boLeh emosi, cepat tua, nonton #matanajwametrotv ,lihat bapak #hotmansutapea tiba2 ikut emosi bicara",negative
 Hati-hati Tukang Tipu!! <PROVIDER_NAME>,negative
"Alhamdulillah barang bagus dan bermanfaat, semoga awet",Positive
"Ekspektasi saya cukup tinggi, mungkin itu yang membuat saya sedikit kecewa.",negatif
Asik juga kencang begini ? <PROVIDER_NAME> <URL>,positive
"Ya Allah, karuniai kami dengan gubernur dan wagub yang jujur, adil dan amanah, benar2 tulus mengabdi demi kemaslahatan DKI Jakarta. Amin",positive
"Stress, guberner yang didukung tidak diharapkan sama warga Jakarta... #AhokDjarot #savejakarta",negative
Pasangan #AniesSandi merupakan pasangan yang ideal untuk #MerajutJakartakembali dari dinamika yang terjadi diIbu Kota Jakarta. #ILC,positive
"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada...  <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",negative
#agussilvy bicara apa kasihan yaa...lap itu air matanya wkwkwkwk,negative
"<PROVIDER_NAME> tega, Menyampaikan pesan kok suka telat,, bikin #BAPER",negative
"pas gw kritik wonyong pada gk terima tuh mereka karna ""mana ada bow 90°"" anjir... sekarang aja aespa tepuk tangan gk brenti2 lu bilang bad attitude... yg bner aja",Negative
Cantik manis cewe nya .. cocok ajalah,positive
" <USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",negative
"dapat harga murah counterpain thailand, tp blm nyobain pemakaian nya. semoga sama dengan yg dr Indonesia tks",Positive
"DP 0 persen ternyata beda dengan DP 0 rupiah, #AniesSandi #QEREN. lha bukannya sama2 0 ?lha 0 persen dari 350jt kan 0 rupiah ?atau beda ?",negative
"Tadinya berharap paling bagus untuk kerja online,Ternyata internetnya tidak seSimpati namanya <PROVIDER_NAME> <URL>",negative
Saya sangat senang dengan metode pembelajaran bahasa ini dan sangat bagus. Tapi saya rasa ada bug di mana saya tidak bisa latihan untuk mendapatkan hati yang di perlukan untuk Melanjutkan pembelajaran untuk itu saya ingin di perbaiki. update selanjutnya,Positive
Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,positive
"Dulu snow efek nya bagus banget, sekarang pas mau fto efeknya ga keluar, udah dicoba berkali-kali tetep ga keluar, udh di update pun ga keluar, jika bisa tolong di update kembali agar efek kembali seperti semula",Negative
lebih baik <PROVIDER_NAME> ,positive
ya pastilah #FPI kan ga suka ama Ahok jd pas #AHY udah kalah otomatis dukungannya lari ke mas #Anisa AniesSandi,negative
Waktu itu .... ah sudahlah <Frowning Face> @didienAZHAR: #AHY No. 1 <THUMBS UP> <THUMBS UP> <THUMBS UP>,positive
satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017,positive
"DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur, gubenur baru babak belur",negative
Kekuatan terbesar yang mampu mengalahkan stress adalah kemampuan memilih pikiran yang tepat. kita akan #hermafik95 #kickandy,negative
"Bahagianya punya anak cantik berbakat, bersyukur bnr dapat titipan demikian indah",positive
"lebih enak taksi konvensional, kalo kita kepepet ada taksi yg lewat langsung, kalau nunggu yg online lama. #HitamPutihT7 #OnlineVsKonvension",negative
"Kelas Internasional, seru banget denger logat2 dr berbagai negara.",Positive
"Manusia laknat, matinya di apain ya",negative
Western vibeeessss,Positive
"Aplikasi yang sangat bagus, membuat saya lebih mengerti bahasa inggris di banding beberapa teman sekelas saya. Tetapi kurangnya adalah di hati/nyawa yg tetap saat memasuki unit baru pdhl sngt rawan terjadinya pengurangan nyawa/hati di unit yg baru tetapi tdk ada tambahan nyawa/hati sama sekali. Dan yang kedua adalah iklan yang selalu muncul ketika selesai mengerjakan tugas, hal ini sangat menganggu bagi pengguna yang belum membeli premium. Dan saya harap semua keluhan saya bisa di perbincangkan.",Positive
"Proses pendaftarannya simple dan straightforward, tidak ribet.",positif
Tumben <PROVIDER_NAME> murah hati padaKu #onlyForU Jangan2 semua pelanggan diginikan.,positive
selamat siang selamat beraktivitas juga kami selalu menunggu hitam putih di chaenel kesayangan trans7,positive
"Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot",negative
Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.,positive
Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI  <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>,negative
lembaga negara di indonesia bobrok semua...  #matanajwametrotv,negative
"kalau dilihat upaya Demokrat mengenalkan AHY cukup berhasil di Pilkada Jakarta, dan sekarang AHY sudah mulai blusukan ke seluruh Indonesia",positive
<USER_MENTION> <USER_MENTION> <PROVIDER_NAME> Alhamdulillah saya gak pakai <PROVIDER_NAME> dari dulu #Boikot<PROVIDER_NAME> ,negative
"scoups sumpah ganteng banget era ini😭😭😭😭😭😭😭😭 biasanya juga ganteng sih, cuman ini gantengnya tuh ganteng ganteng guantteenggg ngerti gak sih?😭🤌🏻",Positive
Alhamdulillah masih #setia dengan <PROVIDER_NAME>.. terbaik,positive
"Salam ""Wallahulmuwafiq IlaAqwamithoriq @sandiuno mencerminkan beliau NU sejak itu saya jatuh hati meski waktu itu saya #AHY @AgusYudhoyono",positive
Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,positive
"Pilihan bagus untuk balajar bahasa sambil bermain. Ini aplikasi belajar yang menyenangkan. Dimana selain kita mempelajari kosa kata bahasa asing, kita juga disuguhkan dengan tampilan animasi yang membuat kita tidak bosan untuk belajar bahasa asing di aplikasi ini. Saya berikan bintang lima.",Positive
"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",negative
Selamat atas keberhasilan #TikoTumbangkanToke #pilkadadki2017 #PilkadaDKI #pilkadajakarta <OK HAND>,positive
ini mah bagus bangett💖 plumpy di bibir🥰,Positive
"Kecewa berat sama film Power Rangers, dibawah ekspektasi banget ",negative
EWWWWW,Negative
Terima Kasih #kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah Cinta yang sesungguhnya,positive
"Batalkan sj,",Negative
"Makin stress! Dipikiran @fadlizon cuma duit, itung : 4000 bunga x Rp 200.000 udah berapa dananya?? Tapi cinta ke #AhokDjarot melebihi materi",negative
"tidak ada orang bodoh, yang ada hanya orang malas",negative
SPILL JEANSS NYAAA😢😍,Positive
#AHY#TheNextLeader#AHY#AdalahKita,positive
"Artis bor sumur ngebor lagi,mulai kaku itu tangannya #AnisSandi #OkeOce <OK HAND>",negative
Semangat mebangun indonesia yg lebih maju pak jokowi ????,positive
"baru saja saya mendownload nya, tapi setelah akan memakai efek nya sama sekali tidak muncul, saya bingung, dan bug juga beberapa kali, maaf kalau saya hanya memberi bintang 2 saja, kalau sudah di perbaiki permasalahan nya saya akan kembali lagi dan memberikan bintang 5, saya ucapkan terimakasih.",Negative
Alangkah baiknya kalau fitur ini tidak dihilangkan,negatif
Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,positive
Saya gak benci tapi kelakuan <USER_MENTION> yang bikin #Boikot<PROVIDER_NAME>  Pendukung #PKI coba kamu lihat iklan <PROVIDER_NAME> ada gambar palu arit,negative
" <USERNAME> suami saya seumuran sama saya mba, malah tuaan saya beberapa bulan tapi alhamdulillah suami saya gak kekanak kanakan hehe",positive
"Sudah bagus tpi kelemahannya itu setiap saya pakai filter pasti tidak sesuai thumnail dan ada tulisan ""Terdapat stiker yang tidak bisa digunakan"" kaya gitu males bgt terus kalau ngerekam vd itu putus2 dan juga sering keluar apk pokoknya dan juga 1 lagi KNP KAMERA NYA HITAM⁉️⁉️⁉️⁉️ banyak yg hrs diperbaiki ❗❗❗❗",Negative
[ A H Y ] untuk semua ! . . . . . . . . #AHY #AHY4all #AHYforAll #AHYhargaMati #TNI… https://www.instagram.com,positive
"Jujur, ini cantik banget banget banget.",Positive
Pesan #AHY jangan lupa gembira dan cinta Indonesia,positive
Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd  #seruji #fokus #pilkadadki2017,negative
" <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",negative
Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,positive
Untungnya tidak ada komplain dari user lain,positif
"Duolingo sangat membantu saya dalam membantu belajar vocab, cara mengucapkan dan belajar kosa kata baru tapi hanya selesai pelajaran biasanya ada iklan tapi its oke no problem love Duolingo 🤍🤍",Positive
anjir😭,Negative
"kesel banget, coba kalian ada di posisi pak ahok #kickandy",negative
Trus menyalahkan #AniesSandi .... sebuah sikap tak paham aturan. Gubernur sekarang siapa? @basuki_btp,negative
emang boleh semulti talent ini,Positive
Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2,negative
"benar deh ,ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi, dan jadi sosok pemimpin yang berintregitas",positive
"Sayangnya, tidak ada pilihan warna lain yang tersedia.",negatif
"Siapa yang mau ditelpon, mumpung ada gratisan nih ...  <PROVIDER_NAME>",positive
"Terima kasih PT <PROVIDER_NAME> , kiriman GRATIS <PROVIDER_NAME> Home-nya sudah tiba.",positive
"AHY Sylvi selalu menang dalam hati kami pendukungnya, dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana  <FOLDED HANDS> <FOLDED HANDS>",positive
"#HitamPutihT7 Demo gak akan nyelesaikan masalah, harusnya bermusyawara ajha #HitamPutihT7",negative
Gue gak suka sm ni orang. Idupnya kebanyakan ribut.,negative
enak bgt didenger😂😂😂,Positive
Pendukung 02 yg pada goblog sembunyi mulai mempertanyakan kewarasan diri mereka masingÂ² hahahahaha,Negative
"Hari minggu masuk kerja tapi gak ada yang dikerjain, ujung2nya mencari lapak terus rebahan sambil denger musik di youtube. <PROVIDER_NAME> top deh",positive
KAFIR Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin  <Fire> <Fire>  <Fire> <Fire>,negative
Rakyat mendukung KPK usut tuntas kasus e-KTP @karniilyas #ILCTVOne,positive
<PROVIDER_NAME> masa kuota malam saya sudah habis duluan? Logikanya dimana? <URL>,negative
Cari teman kok cara gitu ya.. pdhal #AHY sdh jelas. Gubernur Baru...@MasTBP,negative
#ILC merajut jakarta kembali setelah tercabik cabik karena kepemimpinan masa lalu,negative
Bagus suaranya...orangnya juga imut bgt...aura bintangnya bener2 ada,Positive
"Agak kecewa sama film Danur, diluar ekspektasi :(",negative
Beruntungnya tidak terlalu sulit adaptasinya,positif
"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",negative
"acara debat yag hebat, keren #ILC",positive
Keren di rembang ada sinyal 4G <PROVIDER_NAME>,positive
Buat ka Fahad goceng nya jangan lupa @Riskii_albgri,Positive
#PilkadaDKI2017 Anies Dipolisikan karena Sebut #Ahok-Djarot Gusur 300 Titik di DKI http://detik.id/6Lraph,negative
